locus_tag,old_locus_tag,start,end,Product,Length
SARO_RS10265,Saro_2041,2178653,2179135,general stress protein,482
SARO_RS10270,Saro_2042,2179236,2180813,amino acid permease,1577
SARO_RS10275,Saro_2043,2181011,2181880,3-methyl-2-oxobutanoate hydroxymethyltransferase,869
SARO_RS10280,Saro_2044,2181960,2183027,DUF475 domain-containing protein,1067
SARO_RS10285,Saro_2045,2183030,2184097,CoA transferase,1067
SARO_RS10290,Saro_2046,2184172,2185773,hypothetical protein,1601
SARO_RS10295,Saro_2047,2185739,2187115,PEP-CTERM-box response regulator transcription factor,1376
SARO_RS10300,Saro_2048,2187115,2189250,PEP-CTERM system histidine kinase PrsK,2135
SARO_RS10305,Saro_2049,2189261,2190646,sugar transferase,1385
SARO_RS10310,Saro_2050,2190847,2191086,hypothetical protein,239
SARO_RS10315,Saro_2051,2191248,2193557,DUF3376 domain-containing protein,2309
SARO_RS10320,Saro_2052,2193628,2194191,cytochrome b561,563
SARO_RS10325,Saro_2053,2194213,2195349,molecular chaperone DnaJ,1136
SARO_RS10330,Saro_2054,2195435,2197342,molecular chaperone DnaK,1907
SARO_RS10335,Saro_2055,2197510,2198055,copper chaperone PCu(A)C,545
SARO_RS10340,NA,2198052,2198576,hypothetical protein,524
SARO_RS10345,Saro_2057,2198561,2198818,hypothetical protein,257
SARO_RS10350,Saro_2058,2198985,2199662,cysteine hydrolase,677
SARO_RS10355,Saro_2059,2199768,2200328,nucleotide exchange factor GrpE,560
SARO_RS10360,Saro_2060,2200325,2201389,HrcA family transcriptional regulator,1064
SARO_RS10365,Saro_2061,2201469,2202182,ribonuclease PH,713
SARO_RS10370,Saro_2062,2202182,2202811,non-canonical purine NTP pyrophosphatase%2C RdgB/HAM1 family,629
SARO_RS10375,Saro_2063,2202886,2204040,radical SAM protein,1154
SARO_RS10380,Saro_2064,2204037,2204930,tyrosine recombinase XerC,893
SARO_RS10385,Saro_2065,2204941,2206272,sensor histidine kinase,1331
SARO_RS10390,Saro_2066,2206348,2207025,DNA-binding response regulator,677
SARO_RS10395,Saro_2067,2207142,2207441,hypothetical protein,299
SARO_RS10400,Saro_2068,2207602,2209398,elongation factor 3,1796
SARO_RS10405,Saro_2069,2209399,2209872,hypothetical protein,473
SARO_RS10410,Saro_2070,2209989,2210561,XRE family transcriptional regulator,572
SARO_RS10415,Saro_2071,2210455,2211738,glycosyltransferase family 4 protein,1283
SARO_RS10420,Saro_2072,2211779,2212756,protein translocase subunit SecF,977
SARO_RS10425,Saro_2073,2212771,2214378,protein translocase subunit SecD,1607
SARO_RS10430,Saro_2074,2214406,2214813,preprotein translocase subunit YajC,407
SARO_RS10440,Saro_2075,2215158,2215571,hypothetical protein,413
SARO_RS10445,Saro_2076,2215628,2216014,hypothetical protein,386
SARO_RS10450,Saro_2077,2216103,2216555,type II 3-dehydroquinate dehydratase,452
SARO_RS10455,Saro_2078,2216655,2217143,acetyl-CoA carboxylase biotin carboxyl carrier protein,488
SARO_RS10460,Saro_2079,2217156,2218502,acetyl-CoA carboxylase biotin carboxylase subunit,1346
SARO_RS10465,Saro_2080,2218570,2219169,DedA family protein,599
SARO_RS10470,Saro_2081,2219246,2220193,glutathione synthase,947
SARO_RS10475,Saro_2082,2220307,2220513,hypothetical protein,206
SARO_RS10480,Saro_2083,2220539,2220895,hypothetical protein,356
SARO_RS10485,Saro_2084,2220892,2221728,16S rRNA (cytidine(1402)-2'-O)-methyltransferase,836
SARO_RS10490,Saro_2085,2221784,2222962,penicillin-binding protein activator,1178
SARO_RS10495,Saro_2086,2223045,2225045,DNA topoisomerase IV subunit B,2000
SARO_RS10500,Saro_2087,2225196,2225486,type II toxin-antitoxin system RelE/ParE family toxin,290
SARO_RS10505,Saro_2088,2225476,2225733,type II toxin-antitoxin system ParD family antitoxin,257
SARO_RS10515,Saro_2090,2226779,2227624,MoxR family ATPase,845
SARO_RS10520,Saro_2091,2227684,2228424,glutathione S-transferase family protein,740
SARO_RS10525,Saro_2092,2228520,2228942,aldehyde-activating protein,422
SARO_RS10530,Saro_2093,2228948,2230129,VWA domain-containing protein,1181
SARO_RS10535,Saro_2094,2230227,2231000,enoyl-CoA hydratase,773
SARO_RS10540,Saro_2096,2232472,2233047,hypothetical protein,575
SARO_RS10545,Saro_2097,2233152,2234426,MFS transporter,1274
SARO_RS10550,Saro_2098,2234649,2235851,DUF1343 domain-containing protein,1202
SARO_RS10555,Saro_2099,2235848,2236390,hypothetical protein,542
SARO_RS10560,Saro_2100,2236438,2237667,tyrosine--tRNA ligase,1229
SARO_RS10565,Saro_2101,2237799,2238137,pilus protein PilZ,338
SARO_RS10570,Saro_2102,2238258,2239541,MFS transporter,1283
SARO_RS10575,Saro_2103,2239574,2240491,cysteine synthase A,917
SARO_RS10580,Saro_2104,2240497,2241201,dienelactone hydrolase family protein,704
SARO_RS10585,Saro_2105,2241329,2243131,acyl-CoA dehydrogenase,1802
SARO_RS10590,Saro_2106,2243137,2243607,MerR family DNA-binding transcriptional regulator,470
SARO_RS10595,Saro_2107,2243640,2244023,phosphoribosyl-AMP cyclohydrolase,383
SARO_RS10600,Saro_2108,2244411,2245208,ComF family protein,797
SARO_RS10605,Saro_2109,2245284,2246075,methyltransferase domain-containing protein,791
SARO_RS10610,Saro_2110,2246098,2248761,pyruvate%2C phosphate dikinase,2663
SARO_RS10615,Saro_2111,2248829,2251045,glycine--tRNA ligase subunit beta,2216
SARO_RS10620,Saro_2112,2251230,2252135,glycine--tRNA ligase subunit alpha,905
SARO_RS10625,Saro_2113,2252270,2253178,TraB/GumN family protein,908
SARO_RS10630,Saro_2114,2253175,2254077,TraB/GumN family protein,902
SARO_RS10635,Saro_2115,2254216,2254830,50S ribosomal protein L25,614
SARO_RS10640,Saro_2116,2254975,2255550,peptidyl-tRNA hydrolase,575
SARO_RS10645,Saro_2117,2255695,2256108,PEP-CTERM sorting domain-containing protein,413
SARO_RS10650,Saro_2118,2256144,2257658,tetratricopeptide repeat protein,1514
SARO_RS10655,Saro_2119,2257832,2258548,PEP-CTERM sorting domain-containing protein,716
SARO_RS10660,Saro_2120,2258634,2260151,hypothetical protein,1517
SARO_RS10665,Saro_2121,2260265,2261365,redox-regulated ATPase YchF,1100
SARO_RS10670,Saro_2122,2261421,2261816,MerR family DNA-binding transcriptional regulator,395
SARO_RS10675,Saro_2123,2261861,2262658,glutaredoxin,797
SARO_RS10680,Saro_2124,2262722,2263513,DUF1206 domain-containing protein,791
SARO_RS10685,Saro_2125,2263557,2264015,MaoC family dehydratase,458
SARO_RS10690,Saro_2126,2264090,2264578,hypothetical protein,488
SARO_RS10695,Saro_2127,2264590,2266401,DNA mismatch repair endonuclease MutL,1811
SARO_RS10700,Saro_2128,2266590,2267636,rod shape-determining protein,1046
SARO_RS10705,Saro_2129,2267716,2268621,rod shape-determining protein MreC,905
SARO_RS10710,Saro_2130,2268618,2269172,rod shape-determining protein MreD,554
SARO_RS10715,Saro_2131,2269174,2271243,penicillin-binding protein 2,2069
SARO_RS10720,Saro_2132,2271243,2272358,rod shape-determining protein RodA,1115
SARO_RS10735,Saro_2133,2273318,2273746,metal-binding protein,428
SARO_RS10740,NA,2273874,2274074,hypothetical protein,200
SARO_RS10745,Saro_2135,2274494,2275549,copper resistance protein B,1055
SARO_RS10750,Saro_2136,2275546,2277300,copper resistance system multicopper oxidase,1754
SARO_RS10755,Saro_2137,2277362,2277931,RNA polymerase sigma factor,569
SARO_RS10760,Saro_2138,2277928,2278368,hypothetical protein,440
SARO_RS10765,Saro_2139,2278365,2278643,hypothetical protein,278
SARO_RS10770,Saro_2140,2278782,2279165,copper resistance protein C,383
SARO_RS10775,Saro_2141,2279170,2280102,copper resistance D,932
SARO_RS10780,Saro_2142,2280167,2282512,copper-translocating P-type ATPase,2345
SARO_RS10785,Saro_2143,2282509,2282712,DUF2933 domain-containing protein,203
SARO_RS10790,Saro_2144,2282709,2283098,Cu(I)-responsive transcriptional regulator,389
SARO_RS10795,Saro_2145,2283438,2285918,heavy metal translocating P-type ATPase,2480
SARO_RS10800,Saro_2146,2286002,2289253,CusA/CzcA family heavy metal efflux RND transporter,3251
SARO_RS10805,Saro_2147,2289255,2290436,efflux RND transporter periplasmic adaptor subunit,1181
SARO_RS10810,Saro_2148,2290448,2291650,TolC family protein,1202
SARO_RS10815,NA,2291652,2292110,hypothetical protein,458
SARO_RS10820,NA,2292174,2292515,hypothetical protein,341
SARO_RS10825,Saro_2150,2292560,2292910,DUF3703 domain-containing protein,350
SARO_RS10830,Saro_2151,2292907,2293533,cation transporter,626
SARO_RS10835,Saro_2152,2293603,2294016,MerR family DNA-binding transcriptional regulator,413
SARO_RS10840,Saro_2153,2294101,2294346,AlpA family phage regulatory protein,245
SARO_RS10845,Saro_2154,2294394,2294855,hypothetical protein,461
SARO_RS10850,Saro_2155,2295204,2295533,hypothetical protein,329
SARO_RS10855,Saro_2156,2295560,2295847,type IV conjugative transfer system protein TraL,287
SARO_RS10860,Saro_2157,2295859,2296431,conjugal transfer protein TraE,572
SARO_RS10865,Saro_2158,2296431,2297189,conjugal transfer protein TraK,758
SARO_RS10870,Saro_2159,2297182,2298522,conjugal transfer protein TraB,1340
SARO_RS10875,Saro_2160,2298519,2299433,thiol:disulfide interchange protein DsbC,914
SARO_RS10880,Saro_2161,2299438,2300247,conjugal transfer protein TraV,809
SARO_RS10885,Saro_2162,2300247,2302790,type IV secretion system protein TraC,2543
SARO_RS10890,Saro_2163,2302820,2303212,hypothetical protein,392
SARO_RS10895,Saro_2164,2303209,2303616,hypothetical protein,407
SARO_RS10900,Saro_2165,2303603,2304127,conjugal transfer protein TraF,524
SARO_RS10905,Saro_2166,2304124,2304771,type-F conjugative transfer system protein TraW,647
SARO_RS20670,Saro_2167,2304768,2305883,hypothetical protein,1115
SARO_RS10920,Saro_2168,2305885,2307321,conjugal transfer protein TraH,1436
SARO_RS10925,Saro_2169,2307355,2310057,conjugal transfer protein TraG,2702
SARO_RS10930,Saro_2170,2310068,2310298,hypothetical protein,230
SARO_RS10935,Saro_2171,2310400,2310762,hypothetical protein,362
SARO_RS10940,Saro_2172,2310734,2313502,DEAD/DEAH box helicase,2768
SARO_RS10945,Saro_2173,2313519,2316458,DUF1156 domain-containing protein,2939
SARO_RS10950,Saro_2174,2316468,2317040,DUF3780 domain-containing protein,572
SARO_RS10955,Saro_2175,2317040,2320144,DUF499 domain-containing protein,3104
SARO_RS10960,Saro_2176,2320276,2321145,WYL domain-containing protein,869
SARO_RS20675,Saro_2177,2321259,2321453,hypothetical protein,194
SARO_RS10965,Saro_2178,2321554,2322195,helix-turn-helix transcriptional regulator,641
SARO_RS20680,NA,2322208,2322633,hypothetical protein,425
SARO_RS10970,NA,2322630,2322932,hypothetical protein,302
SARO_RS10975,Saro_2180,2322932,2323129,hypothetical protein,197
SARO_RS10980,Saro_2181,2323154,2323393,hypothetical protein,239
SARO_RS10990,Saro_2184,2325969,2328365,conjugal transfer protein TraD,2396
SARO_RS10995,Saro_2185,2328355,2328687,hypothetical protein,332
SARO_RS11000,Saro_2187,2329126,2329320,hypothetical protein,194
SARO_RS11005,Saro_2188,2329423,2329659,hypothetical protein,236
SARO_RS11010,Saro_2189,2329845,2330213,hypothetical protein,368
SARO_RS11015,Saro_2190,2330329,2330718,single-stranded DNA-binding protein,389
SARO_RS11020,Saro_2191,2331079,2331507,hypothetical protein,428
SARO_RS11025,Saro_2192,2331518,2331979,hypothetical protein,461
SARO_RS11030,Saro_2193,2332102,2333055,DUF2493 domain-containing protein,953
SARO_RS11035,Saro_2194,2333356,2333778,hypothetical protein,422
SARO_RS11045,Saro_2196,2334380,2336281,RNA-directed DNA polymerase,1901
SARO_RS11055,Saro_2198,2337477,2339465,chromosome partitioning protein ParB,1988
SARO_RS11060,Saro_2199,2339884,2340771,DNA-processing protein DprA,887
SARO_RS11065,Saro_2200,2340764,2341417,hypothetical protein,653
SARO_RS11070,Saro_2201,2341420,2342457,DNA-processing protein DprA,1037
SARO_RS11075,Saro_2202,2342460,2343707,hypothetical protein,1247
SARO_RS11080,Saro_2203,2343959,2344807,ImmA/IrrE family metallo-endopeptidase,848
SARO_RS11085,Saro_2204,2344797,2345120,XRE family transcriptional regulator,323
SARO_RS20685,NA,2345253,2345471,hypothetical protein,218
SARO_RS11090,Saro_2205,2345529,2346557,hypothetical protein,1028
SARO_RS11095,NA,2346743,2347255,hypothetical protein,512
SARO_RS11100,NA,2347321,2348055,RES domain-containing protein,734
SARO_RS11105,NA,2348052,2348465,DUF2384 domain-containing protein,413
SARO_RS11110,Saro_2208,2348519,2352760,methylase,4241
SARO_RS11115,Saro_2209,2352836,2353732,virulence-associated protein E,896
SARO_RS11120,Saro_2210,2353857,2354513,lytic transglycosylase,656
SARO_RS11125,Saro_2211,2354601,2355872,site-specific integrase,1271
SARO_RS11130,Saro_2212,2356063,2356587,ATPase,524
SARO_RS11135,Saro_2213,2356571,2356927,ArsR family transcriptional regulator,356
SARO_RS11140,Saro_2214,2356909,2357391,hypothetical protein,482
SARO_RS11145,Saro_2215,2357459,2360374,TonB-dependent receptor,2915
SARO_RS11150,Saro_2216,2360752,2361171,6%2C7-dimethyl-8-ribityllumazine synthase,419
SARO_RS11155,Saro_2217,2361175,2361699,DUF1254 domain-containing protein,524
SARO_RS11160,Saro_2218,2361696,2362280,DUF1214 domain-containing protein,584
SARO_RS11165,Saro_2219,2362270,2363361,hypothetical protein,1091
SARO_RS11170,Saro_2220,2363361,2364449,hypothetical protein,1088
SARO_RS11175,Saro_2221,2364530,2364853,hypothetical protein,323
SARO_RS11180,Saro_2222,2365068,2365595,MarR family transcriptional regulator,527
SARO_RS11185,Saro_2223,2365698,2366984,enolase,1286
SARO_RS11190,Saro_2224,2367208,2367798,hypothetical protein,590
SARO_RS11195,Saro_2225,2367819,2368205,phage holin family protein,386
SARO_RS11200,Saro_2226,2368238,2368486,hypothetical protein,248
SARO_RS11205,Saro_2227,2368488,2368988,hypothetical protein,500
SARO_RS11210,Saro_2228,2369075,2369296,DUF4170 domain-containing protein,221
SARO_RS11215,Saro_2229,2369385,2369861,transcription elongation factor GreA,476
SARO_RS11220,Saro_2230,2369993,2373316,carbamoyl-phosphate synthase large subunit,3323
SARO_RS11225,Saro_2231,2373388,2374563,carbamoyl-phosphate synthase small subunit,1175
SARO_RS11230,Saro_2232,2374724,2375179,aspartyl-tRNA amidotransferase subunit B,455
SARO_RS11240,Saro_2234,2375707,2377572,DNA primase,1865
SARO_RS11245,Saro_2235,2377635,2379638,RNA polymerase sigma factor RpoD,2003
SARO_RS11250,Saro_2236,2379628,2380452,FkbM family methyltransferase,824
SARO_RS11255,Saro_2237,2380449,2380904,DUF3237 domain-containing protein,455
SARO_RS11260,Saro_2238,2380901,2382193,flavin-dependent oxidoreductase,1292
SARO_RS11265,Saro_2239,2382411,2382848,ribose 5-phosphate isomerase B,437
SARO_RS11270,Saro_2240,2382863,2384173,serine hydroxymethyltransferase,1310
SARO_RS11275,Saro_2241,2384177,2384383,hypothetical protein,206
SARO_RS11280,Saro_2242,2384388,2384867,transcriptional regulator NrdR,479
SARO_RS11285,Saro_2243,2384860,2385615,rRNA methyltransferase,755
SARO_RS11290,NA,2385612,2385899,hypothetical protein,287
SARO_RS11295,Saro_2245,2386109,2386720,30S ribosomal protein S4,611
SARO_RS11300,Saro_2246,2386847,2387065,hypothetical protein,218
SARO_RS11305,Saro_2247,2387062,2388186,tRNA guanosine(34) transglycosylase Tgt,1124
SARO_RS11310,Saro_2248,2388250,2389020,hypothetical protein,770
SARO_RS11315,Saro_2249,2389017,2390207,cytochrome P450,1190
SARO_RS11320,Saro_2250,2390270,2391298,tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA,1028
SARO_RS11325,Saro_2251,2391325,2392023,peptidylprolyl isomerase,698
SARO_RS11330,Saro_2252,2392122,2392634,pantetheine-phosphate adenylyltransferase,512
SARO_RS11335,Saro_2253,2392634,2393545,polyprenyl synthetase family protein,911
SARO_RS11340,Saro_2254,2393557,2393808,exodeoxyribonuclease 7 small subunit,251
SARO_RS11345,Saro_2255,2393882,2394280,DUF2177 domain-containing protein,398
SARO_RS11350,Saro_2256,2394320,2396479,phosphoribosylformylglycinamidine synthase subunit PurL,2159
SARO_RS11355,Saro_2257,2396536,2397342,hypothetical protein,806
SARO_RS11360,NA,2397458,2398069,hypothetical protein,611
SARO_RS11365,Saro_2259,2398070,2398954,phosphoserine phosphatase SerB,884
SARO_RS11370,Saro_2260,2398947,2399921,tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA,974
SARO_RS11375,Saro_2261,2400108,2401856,acetolactate synthase%2C large subunit%2C biosynthetic type,1748
SARO_RS11380,Saro_2262,2401874,2402389,acetolactate synthase small subunit,515
SARO_RS11385,Saro_2263,2402518,2403585,ketol-acid reductoisomerase,1067
SARO_RS20240,Saro_2264,2403807,2404073,hypothetical protein,266
SARO_RS11395,Saro_2265,2404152,2404811,polyisoprenoid-binding protein,659
SARO_RS11400,Saro_2266,2404816,2405949,epoxide hydrolase,1133
SARO_RS11405,Saro_2267,2406158,2407828,2-isopropylmalate synthase,1670
SARO_RS11410,Saro_2268,2407965,2409011,amidohydrolase,1046
SARO_RS11415,Saro_2269,2409090,2410085,nitronate monooxygenase,995
SARO_RS11420,NA,2410112,2410615,hypothetical protein,503
SARO_RS11425,Saro_2271,2410645,2411391,hypothetical protein,746
SARO_RS11430,Saro_2272,2411490,2411978,flavodoxin family protein,488
SARO_RS11435,Saro_2273,2411985,2413355,hypothetical protein,1370
SARO_RS11440,Saro_2274,2413410,2415197,single-stranded-DNA-specific exonuclease RecJ,1787
SARO_RS11455,Saro_2275,2415703,2416887,two-component sensor histidine kinase,1184
SARO_RS11460,Saro_2276,2416941,2418002,phosphate ABC transporter substrate-binding protein,1061
SARO_RS11465,Saro_2277,2418021,2419403,phosphate ABC transporter permease subunit PstC,1382
SARO_RS11470,Saro_2278,2419411,2420697,phosphate ABC transporter%2C permease protein PstA,1286
SARO_RS11475,Saro_2279,2420726,2421526,phosphate ABC transporter ATP-binding protein,800
SARO_RS11480,Saro_2280,2421536,2422222,phosphate transport system regulatory protein PhoU,686
SARO_RS11485,Saro_2281,2422368,2423057,phosphate regulon transcriptional regulatory protein PhoB,689
SARO_RS11490,Saro_2282,2423106,2424662,hypothetical protein,1556
SARO_RS11495,Saro_2283,2424614,2424886,DUF1467 domain-containing protein,272
SARO_RS11500,Saro_2284,2424892,2426544,MBL fold metallo-hydrolase,1652
SARO_RS11505,Saro_2285,2426541,2427323,type III pantothenate kinase,782
SARO_RS11510,Saro_2286,2427307,2428074,biotin--[acetyl-CoA-carboxylase] ligase,767
SARO_RS11515,Saro_2287,2428043,2429506,NADH-quinone oxidoreductase subunit NuoN,1463
SARO_RS11520,Saro_2288,2429506,2431056,NADH-quinone oxidoreductase subunit M,1550
SARO_RS11525,Saro_2289,2431053,2433122,NADH-quinone oxidoreductase subunit L,2069
SARO_RS11530,Saro_2290,2433132,2433437,NADH-quinone oxidoreductase subunit NuoK,305
SARO_RS11535,Saro_2291,2433437,2434054,NADH-quinone oxidoreductase subunit J,617
SARO_RS11540,Saro_2292,2434082,2434567,NADH-quinone oxidoreductase subunit I,485
SARO_RS11545,Saro_2293,2434564,2435607,NADH-quinone oxidoreductase subunit H,1043
SARO_RS11550,Saro_2294,2435747,2437756,NADH-quinone oxidoreductase subunit G,2009
SARO_RS11555,Saro_2295,2437874,2439160,NADH-quinone oxidoreductase subunit NuoF,1286
SARO_RS11560,Saro_2296,2439162,2439830,NAD(P)H-dependent oxidoreductase subunit E,668
SARO_RS11565,Saro_2297,2439823,2440020,hypothetical protein,197
SARO_RS11570,Saro_2298,2440017,2440232,hypothetical protein,215
SARO_RS11575,Saro_2299,2440229,2440579,DUF4440 domain-containing protein,350
SARO_RS11580,Saro_2300,2440576,2441787,NADH-quinone oxidoreductase subunit D,1211
SARO_RS11585,Saro_2301,2441936,2442865,NADH-quinone oxidoreductase subunit C,929
SARO_RS11590,Saro_2302,2442879,2443424,NADH-quinone oxidoreductase subunit B,545
SARO_RS11595,Saro_2303,2443430,2443816,NADH-quinone oxidoreductase subunit A,386
SARO_RS11600,Saro_2304,2443979,2445385,coniferyl aldehyde dehydrogenase,1406
SARO_RS11605,Saro_2305,2445429,2446217,prepilin peptidase,788
SARO_RS11610,Saro_2306,2446328,2447524,acetyl-CoA C-acyltransferase,1196
SARO_RS11615,Saro_2307,2447597,2448118,hypothetical protein,521
SARO_RS11620,Saro_2308,2448208,2449227,D-glycerate dehydrogenase,1019
SARO_RS11625,Saro_2309,2449396,2450709,ammonium transporter,1313
SARO_RS20245,Saro_2310,2450763,2451269,YkgJ family cysteine cluster protein,506
SARO_RS11635,Saro_2311,2451632,2452210,hypothetical protein,578
SARO_RS11640,Saro_2312,2452218,2453627,2-nitropropane dioxygenase,1409
SARO_RS11645,Saro_2313,2453627,2454385,class I SAM-dependent methyltransferase,758
SARO_RS11650,Saro_2314,2454382,2455509,peptide chain release factor 2,1127
SARO_RS11655,Saro_2315,2455619,2456173,peroxiredoxin,554
SARO_RS11660,Saro_2316,2456270,2458804,penicillin-binding protein,2534
SARO_RS11665,Saro_2317,2458867,2459832,N-acetylmuramoyl-L-alanine amidase,965
SARO_RS11670,Saro_2318,2460343,2463150,ribonuclease E/G,2807
SARO_RS11675,Saro_2319,2463215,2463847,class I SAM-dependent methyltransferase,632
SARO_RS11680,Saro_2320,2463922,2465049,ThuA domain-containing protein,1127
SARO_RS11685,Saro_2321,2465491,2466180,hypothetical protein,689
SARO_RS11690,Saro_2322,2466404,2467186,succinate dehydrogenase iron-sulfur subunit,782
SARO_RS11695,Saro_2323,2467191,2467655,PaaI family thioesterase,464
SARO_RS11700,Saro_2324,2467652,2468785,cell division protein ZapE,1133
SARO_RS11705,NA,2469082,2470308,EAL domain-containing protein,1226
SARO_RS11710,Saro_2327,2471447,2473336,amidotransferase 1%2C exosortase A system-associated,1889
SARO_RS11715,Saro_2328,2473346,2474860,exosortase A,1514
SARO_RS11720,Saro_2329,2474901,2476133,glycosyl transferase family 1,1232
SARO_RS11725,Saro_2330,2476130,2477185,peptidoglycan bridge formation glycyltransferase FemA/FemB family protein,1055
SARO_RS11730,Saro_2331,2477182,2478063,polysaccharide deacetylase family protein,881
SARO_RS11735,Saro_2332,2478089,2479357,general secretion pathway protein,1268
SARO_RS11740,Saro_2333,2479376,2481082,hypothetical protein,1706
SARO_RS11745,Saro_2334,2481079,2481999,capsular polysaccharide biosynthesis protein,920
SARO_RS11750,Saro_2335,2482011,2483528,chain-length determining protein,1517
SARO_RS11755,Saro_2336,2483554,2484201,sugar ABC transporter substrate-binding protein,647
SARO_RS11760,Saro_2337,2484413,2485639,pyridoxal-dependent decarboxylase%2C exosortase A system-associated,1226
SARO_RS11765,Saro_2338,2485636,2487165,acyl-CoA ligase (AMP-forming)%2C exosortase A system-associated,1529
SARO_RS11770,Saro_2339,2487195,2488199,GNAT family N-acetyltransferase,1004
SARO_RS11775,Saro_2340,2488259,2488516,acyl carrier protein,257
SARO_RS11780,Saro_2341,2488513,2489184,hypothetical protein,671
SARO_RS11785,Saro_2342,2489181,2489969,hydrolase 1%2C exosortase A system-associated,788
SARO_RS11790,Saro_2343,2489959,2490927,thioredoxin-disulfide reductase,968
SARO_RS11795,Saro_2344,2491066,2491854,protein-tyrosine-phosphatase,788
SARO_RS11800,Saro_2345,2491959,2492348,response regulator receiver domain-containing protein,389
SARO_RS11805,Saro_2346,2492345,2493439,PAS domain-containing protein,1094
SARO_RS11810,Saro_2347,2493513,2493947,thioesterase,434
SARO_RS11815,Saro_2348,2493944,2495143,amidohydrolase,1199
SARO_RS11820,Saro_2349,2495287,2496534,acetyl-CoA C-acyltransferase,1247
SARO_RS11825,Saro_2350,2496607,2497944,peptidase M28 family protein,1337
SARO_RS11830,Saro_2351,2498081,2499760,energy-dependent translational throttle protein EttA,1679
SARO_RS11835,Saro_2352,2499782,2500261,hypothetical protein,479
SARO_RS11840,Saro_2353,2500567,2501571,hypothetical protein,1004
SARO_RS11845,NA,2501665,2502000,MarR family transcriptional regulator,335
SARO_RS11850,Saro_2355,2502186,2502959,2OG-Fe(II) oxygenase,773
SARO_RS11855,Saro_2356,2502950,2504809,DUF885 domain-containing protein,1859
SARO_RS11860,Saro_2357,2504873,2505280,DUF350 domain-containing protein,407
SARO_RS11865,Saro_2358,2505304,2505699,hypothetical protein,395
SARO_RS11870,Saro_2359,2505703,2506848,glutathionylspermidine synthase family protein,1145
SARO_RS11875,Saro_2360,2506853,2508457,lysine--tRNA ligase,1604
SARO_RS11880,Saro_2361,2508639,2509622,flagellin,983
SARO_RS11885,Saro_2362,2509800,2512523,ATP-dependent DNA helicase,2723
SARO_RS11890,Saro_2363,2512520,2513065,histidine phosphatase family protein,545
SARO_RS11895,Saro_2364,2513062,2513517,MerR family transcriptional regulator,455
SARO_RS11900,Saro_2365,2513528,2513806,integration host factor subunit alpha,278
SARO_RS11905,Saro_2366,2513945,2514922,3-oxoacyl-ACP synthase III,977
SARO_RS11910,Saro_2367,2514919,2516013,phosphate acyltransferase,1094
SARO_RS11915,Saro_2368,2516040,2516219,50S ribosomal protein L32,179
SARO_RS11920,Saro_2369,2516463,2516855,MAPEG family protein,392
SARO_RS11925,Saro_2370,2516920,2517657,MBL fold metallo-hydrolase,737
SARO_RS11930,Saro_2371,2517870,2518571,transcriptional regulator,701
SARO_RS11935,Saro_2372,2518688,2518876,hypothetical protein,188
SARO_RS11940,Saro_2373,2518866,2519243,hypothetical protein,377
SARO_RS11945,Saro_2374,2519335,2523933,hypothetical protein,4598
SARO_RS11950,Saro_2375,2523933,2525951,hypothetical protein,2018
SARO_RS11955,Saro_2376,2525951,2527939,hypothetical protein,1988
SARO_RS11960,Saro_2377,2527939,2529354,hypothetical protein,1415
SARO_RS11965,Saro_2378,2529536,2530972,aldehyde dehydrogenase,1436
SARO_RS11970,Saro_2379,2531046,2532701,acetolactate synthase large subunit,1655
SARO_RS11975,Saro_2380,2532877,2533800,D-2-hydroxyacid dehydrogenase,923
SARO_RS11980,Saro_2381,2533879,2535360,cysteine--tRNA ligase,1481
SARO_RS20250,Saro_2382,2535399,2544818,hypothetical protein,9419
SARO_RS11990,Saro_2383,2544608,2546482,ShlB/FhaC/HecB family hemolysin secretion/activation protein,1874
SARO_RS11995,Saro_2384,2546598,2547353,hypothetical protein,755
SARO_RS12000,Saro_2385,2547384,2548106,hypothetical protein,722
SARO_RS12005,Saro_2386,2548153,2550198,adenylate/guanylate cyclase domain-containing protein,2045
SARO_RS12010,Saro_2387,2550202,2553357,CHAT domain-containing protein,3155
SARO_RS12015,Saro_2388,2553517,2554197,NADH dehydrogenase,680
SARO_RS12020,Saro_2389,2554241,2556055,cobaltochelatase subunit CobT,1814
SARO_RS12025,Saro_2390,2556130,2556783,transaldolase,653
SARO_RS12030,Saro_2391,2556909,2557592,DUF4197 domain-containing protein,683
SARO_RS12035,Saro_2392,2557710,2558402,DUF4197 domain-containing protein,692
SARO_RS12040,Saro_2393,2558451,2560652,primosomal protein N',2201
SARO_RS12045,Saro_2394,2560701,2562269,deoxyribodipyrimidine photo-lyase,1568
SARO_RS12050,Saro_2395,2562266,2563135,CPBP family intramembrane metalloprotease,869
SARO_RS12055,Saro_2396,2563138,2564169,bifunctional DNA-binding transcriptional regulator/O6-methylguanine-DNA methyltransferase Ada,1031
SARO_RS12060,Saro_2397,2564166,2564648,DUF1203 domain-containing protein,482
SARO_RS12065,Saro_2398,2564747,2566306,serine protease,1559
SARO_RS12070,Saro_2399,2566475,2567029,F0F1 ATP synthase subunit delta,554
SARO_RS12075,Saro_2400,2567075,2568604,ATP synthase subunit alpha,1529
